Station;SurveyID;KPPID;SurveyName;SurveyName1;Latitude;Longitude;Trail;HabitatID;Habitat;BiomeID;Biome;Elevation;DisturbanceIndex;LivestockIndex;MSAVI2;Nights;NightsPool;SmallPreyIndex;PreyIndex
190;3;ssu033;Anysberg;AnysEast;-33.44769;20.66663;off-trail;2;mountain;2;Fynbos;890;0;0;0.2039;59;9;0.345;0
191;3;ssu034;Anysberg;AnysEast;-33.44817;20.68788;off-trail;2;mountain;2;Fynbos;946;0;0;0.1429;60;10;0;0
192;3;ssu045;Anysberg;AnysEast;-33.42995;20.66649;off-trail;2;mountain;2;Fynbos;852;0;0;0.162;60;10;0;0
193;3;ssu044;Anysberg;AnysEast;-33.43004;20.6451;off-trail;2;mountain;2;Fynbos;902;0;0;0.1958;60;10;0;0
194;3;ssu043;Anysberg;AnysEast;-33.42996;20.62401;off-trail;2;mountain;2;Fynbos;1046;0;0;0.1389;59;9;0;0
195;3;ssu022;Anysberg;AnysEast;-33.4661;20.70947;off-trail;2;mountain;3;SucculentKaroo;689;0;0;0.224;60;10;0;0
196;3;ssu024;Anysberg;AnysEast;-33.46622;20.75242;off-trail;1;plain;2;Fynbos;655;0;0;0.2327;59;9;55.66;94.1
197;3;ssu112;Anysberg;AnysEast;-33.44827;20.77365;off-trail;2;mountain;3;SucculentKaroo;717;0;0;0.1842;60;10;0;20.7
198;3;ssu050;Anysberg;AnysEast;-33.43029;20.77444;off-trail;1;plain;3;SucculentKaroo;706;0;0;0.1909;59;9;9.68;415.9
199;3;ssu039;Anysberg;AnysEast;-33.44841;20.79561;off-trail;2;mountain;3;SucculentKaroo;814;0;0;0.1681;31;5;0;0
200;3;ssu040;Anysberg;AnysEast;-33.44842;20.81705;off-trail;2;mountain;3;SucculentKaroo;827;0;0;0.1781;59;9;0;82.8
201;3;ssu041;Anysberg;AnysEast;-33.4489;20.83856;off-trail;2;mountain;3;SucculentKaroo;776;0;0;0.2131;59;9;2.42;677.5
202;3;ssu026;Anysberg;AnysEast;-33.46603;20.79557;off-trail;1;plain;2;Fynbos;747;0;0;0.197;59;9;0.759;186.3
203;3;ssu027;Anysberg;AnysEast;-33.46634;20.8172;off-trail;2;mountain;2;Fynbos;925;0;0;0.2082;59;9;0;0
204;3;ssu107;Anysberg;AnysEast;-33.48188;20.77605;trail;2;mountain;2;Fynbos;1049;0;0;0.1537;25;4;0;0
205;3;ssu046;Anysberg;AnysEast;-33.43093;20.68733;off-trail;4;kloof;2;Fynbos;839;0;0;0.1419;59;9;59.5;0
206;3;ssu060;Anysberg;AnysEast;-33.41481;20.68791;off-trail;4;kloof;2;Fynbos;934;0;0;0.1411;59;9;0;0
207;3;ssu059;Anysberg;AnysEast;-33.41209;20.66644;off-trail;2;mountain;2;Fynbos;1241;0;0;0.1536;59;9;0;0
208;3;ssu037;Anysberg;AnysEast;-33.4481;20.75257;off-trail;1;plain;3;SucculentKaroo;649;1.694915254;0;0.2948;59;9;4.84;0
209;3;ssu049;Anysberg;AnysEast;-33.43014;20.75255;off-trail;1;plain;3;SucculentKaroo;678;0;0;0.2258;59;9;4.84;62.1
210;3;ssu036;Anysberg;AnysEast;-33.44812;20.73088;off-trail;1;plain;3;SucculentKaroo;709;0;0;0.2193;29;4;0;41.4
211;3;ssu048;Anysberg;AnysEast;-33.43018;20.73103;off-trail;2;mountain;2;Fynbos;785;0;0;0.2008;32;5;0.207;20.7
212;3;ssu062;Anysberg;AnysEast;-33.41205;20.73112;off-trail;1;plain;2;Fynbos;745;0;0;0.2334;59;9;0;165.6
213;3;ssu061;Anysberg;AnysEast;-33.41204;20.70954;off-trail;2;mountain;2;Fynbos;893;0;0;0.1845;59;9;0;0
214;3;ssu047;Anysberg;AnysEast;-33.42992;20.70992;off-trail;2;mountain;2;Fynbos;943;0;0;0.1941;59;9;0.276;0
215;3;ssu035;Anysberg;AnysEast;-33.44893;20.71081;off-trail;4;kloof;2;Fynbos;889;0;0;0.1497;57;9;0;0
216;3;ssu084;Anysberg;AnysEast;-33.50321;20.66451;off-trail;4;kloof;3;SucculentKaroo;1282;0;0;0.1513;61;10;0;0
217;3;ssu057;Anysberg;AnysEast;-33.41203;20.6238;off-trail;4;kloof;2;Fynbos;893;1.694915254;0;0.1497;59;9;0.069;0
218;3;ssu058;Anysberg;AnysEast;-33.41159;20.64479;off-trail;2;mountain;2;Fynbos;1042;0;0;0.1688;59;9;0;20.7
219;3;ssu068;Anysberg;AnysEast;-33.3936;20.60222;off-trail;2;mountain;2;Fynbos;1107;0;0;0.1721;58;9;0;0
220;3;ssu002;Anysberg;AnysEast;-33.3573;20.58075;off-trail;2;mountain;2;Fynbos;969;0;0;0.1617;58;9;0.069;0
221;3;ssu089;Anysberg;AnysEast;-33.33931;20.58102;off-trail;2;mountain;2;Fynbos;983;0;0;0.1809;58;9;0.138;0
222;3;cam11;Anysberg;AnysEast;-33.33953;20.60236;off-trail;2;mountain;2;Fynbos;1069;0;0;0.16;58;9;0;0
223;3;ssu091;Anysberg;AnysEast;-33.33949;20.62394;off-trail;2;mountain;2;Fynbos;1140;0;0;0.162;58;9;0;0
224;3;ssu052;Anysberg;AnysEast;-33.43112;20.81695;trail;4;kloof;3;SucculentKaroo;768;1.666666667;0;0.2004;60;10;0;0
225;3;ssu055;Anysberg;AnysEast;-33.43018;20.88192;off-trail;2;mountain;2;Fynbos;969;0;0;0.2156;60;10;0;0
226;3;ssu056;Anysberg;AnysEast;-33.43032;20.90319;off-trail;2;mountain;2;Fynbos;1063;0;0;0.2612;60;10;0;0
227;3;ssu042;Anysberg;AnysEast;-33.44839;20.86016;off-trail;2;mountain;2;Fynbos;868;0;0;0.1742;60;10;0;0
228;3;ssu063;Anysberg;AnysEast;-33.41191;20.86048;trail;3;riverine;3;SucculentKaroo;625;7.142857143;0;0.178;14;2;0.069;186.3
229;3;ssu065;Anysberg;AnysEast;-33.41204;20.90305;trail;3;riverine;3;SucculentKaroo;535;2.43902439;0;0.2055;42;7;21.78;310.5
230;3;ssu073;Anysberg;AnysEast;-33.39415;20.86028;off-trail;2;mountain;3;SucculentKaroo;733;0;0;0.1732;32;5;7.26;41.4
231;3;ssu074;Anysberg;AnysEast;-33.39444;20.88135;off-trail;2;mountain;3;SucculentKaroo;692;0;0;0.1584;60;10;0.069;0
232;3;ssu075;Anysberg;AnysEast;-33.39437;20.90319;off-trail;2;mountain;3;SucculentKaroo;635;1.666666667;0;0.1908;60;10;0;0
233;3;ssu006;Anysberg;AnysEast;-33.37587;20.60217;off-trail;2;mountain;2;Fynbos;1025;0;0;0.1369;59;9;0;0
234;3;ssu007;Anysberg;AnysEast;-33.37719;20.62392;off-trail;2;mountain;2;Fynbos;962;0;0;0.1469;10;1;0;0
235;3;ssu109;Anysberg;AnysEast;-33.39344;20.62351;off-trail;2;mountain;2;Fynbos;1077;0;0;0.2121;62;10;0;0
236;3;ssu118;Anysberg;AnysEast;-33.37611;20.64492;trail;1;plain;2;Fynbos;915;0;0;0.1987;59;9;0;227.8
237;3;ssu005;Anysberg;AnysEast;-33.35757;20.64573;off-trail;1;plain;3;SucculentKaroo;947;0;0;0.2088;59;9;0;82.8
238;3;ssu008;Anysberg;AnysEast;-33.35784;20.66715;off-trail;1;plain;3;SucculentKaroo;973;0;0;0.1632;62;10;0;52.7
239;3;ssu003;Anysberg;AnysEast;-33.3577;20.68787;off-trail;2;mountain;3;SucculentKaroo;997;0;0;0.1575;58;9;0;41.4
240;3;ssu079;Anysberg;AnysEast;-33.37585;20.66669;off-trail;2;mountain;2;Fynbos;997;0;0;0.1998;58;9;0;0
241;3;ssu010;Anysberg;AnysEast;-33.39395;20.64515;off-trail;1;plain;2;Fynbos;995;0;0;0.195;58;9;0;0
242;3;ssu071;Anysberg;AnysEast;-33.394;20.66653;off-trail;4;kloof;2;Fynbos;1064;0;0;0.137;58;9;24.5;0
243;3;ssu080;Anysberg;AnysEast;-33.37593;20.68823;off-trail;1;plain;3;SucculentKaroo;1013;1.639344262;0;0.1878;61;10;0;0
244;3;ssu072;Anysberg;AnysEast;-33.3931;20.68901;off-trail;2;mountain;2;Fynbos;1151;0;0;0.131;61;10;0;0
245;3;ssu098;Anysberg;AnysEast;-33.32497;20.68744;trail;3;riverine;2;Fynbos;1109;1.639344262;0;0.1376;61;10;0;0
246;3;ssu092;Anysberg;AnysEast;-33.33981;20.64525;off-trail;1;plain;2;Fynbos;1000;0;0;0.1754;60;10;0;41.4
247;3;ssu093;Anysberg;AnysEast;-33.33966;20.66713;off-trail;1;plain;3;SucculentKaroo;1006;0;0;0.1712;60;10;0;41.4
248;3;ssu094;Anysberg;AnysEast;-33.33974;20.68905;trail;3;riverine;3;SucculentKaroo;1033;3.278688525;0;0.1541;61;10;0;0
249;3;ssu114;Anysberg;AnysEast;-33.35725;20.62399;off-trail;2;mountain;2;Fynbos;1071;0;0;0.1547;56;9;0;0
250;3;ssu088;Anysberg;AnysEast;-33.33712;20.55914;trail;3;riverine;2;Fynbos;1034;0;0;0.198;61;10;0;0
251;3;ssu001;Anysberg;AnysEast;-33.35741;20.5648;off-trail;2;mountain;2;Fynbos;1304;0;0;0.1872;61;10;0;0
252;3;ssu095;Anysberg;AnysEast;-33.32153;20.624;off-trail;2;mountain;2;Fynbos;1411;0;0;0.1342;58;9;0;0
253;3;ssu096;Anysberg;AnysEast;-33.32275;20.64563;trail;4;kloof;2;Fynbos;1097;1.724137931;0;0.1405;58;9;0;0
254;3;ssu097;Anysberg;AnysEast;-33.32161;20.66712;off-trail;2;mountain;2;Fynbos;1163;0;0;0.1828;58;9;0;0
255;3;ssu011;Anysberg;AnysEast;-33.48331;20.74896;off-trail;4;kloof;2;Fynbos;970;1.785714286;0;0.1856;56;9;59.5;0
256;3;ssu119;Anysberg;AnysEast;-33.48339;20.70949;off-trail;2;mountain;2;Fynbos;960;0;0;0.1838;54;9;0;0
257;3;ssu113;Anysberg;AnysEast;-33.48405;20.73096;off-trail;4;kloof;2;Fynbos;970;0;0;0.1822;54;9;0;0
258;3;ssu087;Anysberg;AnysEast;-33.49858;20.72636;off-trail;2;mountain;3;SucculentKaroo;1308;0;0;0.1308;54;9;0;0
259;4;ssu050;Anysberg;AnysWest;-33.62785;20.51482;off-trail;1;plain;3;SucculentKaroo;675.0435;0;0;0.4892;104;17;0;73.4
260;4;ssu001;Anysberg;AnysWest;-33.62794;20.53638;off-trail;1;plain;3;SucculentKaroo;653;0;0;0.6117;105;17;0.759;103.5
261;4;ssu003;Anysberg;AnysWest;-33.60982;20.51492;off-trail;1;plain;3;SucculentKaroo;651;0;0;0.6077;105;17;0;52.7
262;4;ssu084;Anysberg;AnysWest;-33.6099;20.53648;off-trail;1;plain;3;SucculentKaroo;638;0;0;0.3797;105;17;0;156.2
263;4;ssu005;Anysberg;AnysWest;-33.60998;20.55804;trail;3;riverine;3;SucculentKaroo;626;0;0;0.5693;107;17;0;0
264;4;ssu118;Anysberg;AnysWest;-33.59128;20.40722;trail;3;riverine;3;SucculentKaroo;652;1.886792453;0;0.553;106;17;21.78;20.7
265;4;ssu007;Anysberg;AnysWest;-33.59122;20.42877;trail;3;riverine;3;SucculentKaroo;661;0;0;0.19;25;4;0.414;20.7
266;4;ssu008;Anysberg;AnysWest;-33.58961;20.45015;trail;1;plain;3;SucculentKaroo;670;5.660377358;0;0.4819;106;17;0.207;32
267;4;ssu009;Anysberg;AnysWest;-33.59335;20.47385;trail;3;riverine;3;SucculentKaroo;616;0;0;0.1786;37;6;0.345;20.7
268;4;ssu010;Anysberg;AnysWest;-33.59135;20.49124;trail;1;plain;3;SucculentKaroo;633;4.807692308;0;0.5716;104;17;0;32
269;4;ssu011;Anysberg;AnysWest;-33.5916;20.51505;off-trail;1;plain;3;SucculentKaroo;625;0;0;0.4911;106;17;0;84.7
270;4;ssu013;Anysberg;AnysWest;-33.59241;20.55866;trail;1;plain;3;SucculentKaroo;600;0;0;0.1667;49;8;7.26;32
271;4;ssu014;Anysberg;AnysWest;-33.57331;20.38585;off-trail;1;plain;3;SucculentKaroo;694;0;0;0.6635;106;17;11.129;45.2
272;4;ssu015;Anysberg;AnysWest;-33.57301;20.40761;trail;1;plain;3;SucculentKaroo;668;0;0;0.7077;107;17;0;0
273;4;ssu016;Anysberg;AnysWest;-33.5731;20.42991;trail;3;riverine;3;SucculentKaroo;640;0;0;0.4449;107;17;0;0
274;4;ssu017;Anysberg;AnysWest;-33.57369;20.44877;trail;3;riverine;3;SucculentKaroo;611;0;0;0.1834;49;8;0;0
275;4;ssu018;Anysberg;AnysWest;-33.57481;20.47217;trail;1;plain;3;SucculentKaroo;652;3.738317757;0;0.7768;107;17;29.109;20.7
276;4;ssu020;Anysberg;AnysWest;-33.57362;20.51506;trail;1;plain;3;SucculentKaroo;630;0;0;0.1931;21;3;0;20.7
277;4;ssu022;Anysberg;AnysWest;-33.57407;20.55829;off-trail;4;kloof;3;SucculentKaroo;588;0;0;0.1624;79;13;8.847;41.4
278;4;ssu086;Anysberg;AnysWest;-33.55347;20.32347;trail;3;riverine;3;SucculentKaroo;693;0;0;0.5817;106;17;16.94;167.5
279;4;ssu085;Anysberg;AnysWest;-33.55497;20.38598;trail;1;plain;3;SucculentKaroo;685;0;0;0.7018;106;17;5.53;0
280;4;ssu026;Anysberg;AnysWest;-33.55522;20.40738;off-trail;1;plain;3;SucculentKaroo;676;0;0;0.7299;106;17;0;22.6
281;4;ssu027;Anysberg;AnysWest;-33.55597;20.43129;trail;1;plain;3;SucculentKaroo;665;15.09433962;0;0.7216;106;17;2.42;0
282;4;ssu028;Anysberg;AnysWest;-33.55301;20.4515;trail;3;riverine;3;SucculentKaroo;629;0;0;0.6175;106;17;0;33.9
283;4;ssu029;Anysberg;AnysWest;-33.55403;20.47298;trail;3;riverine;3;SucculentKaroo;584;0;0;0.1684;14;2;0;0
284;4;ssu112;Anysberg;AnysWest;-33.55561;20.49376;off-trail;1;plain;3;SucculentKaroo;601;0;0;0.1843;86;14;0;0
285;4;ssu031;Anysberg;AnysWest;-33.55619;20.51558;trail;3;riverine;3;SucculentKaroo;557;0;0;0.174;14;2;2.42;0
286;4;ssu034;Anysberg;AnysWest;-33.53719;20.32287;off-trail;1;plain;3;SucculentKaroo;734;0;0;0.6791;106;17;58.425;11.3
287;4;ssu036;Anysberg;AnysWest;-33.532237;20.320721;off-trail;1;plain;3;SucculentKaroo;709;0;0;0.4932;18;3;0;11.3
288;4;ssu035;Anysberg;AnysWest;-33.53697;20.36464;trail;3;riverine;3;SucculentKaroo;662;0;0;0.4935;106;17;0;199.5
289;4;ssu037;Anysberg;AnysWest;-33.53715;20.38596;trail;1;plain;3;SucculentKaroo;668;0;0;0.2566;6;1;0;22.6
290;4;ssu088;Anysberg;AnysWest;-33.53724;20.40762;trail;1;plain;3;SucculentKaroo;658;0;0;0.3493;6;1;0;0
291;4;ssu039;Anysberg;AnysWest;-33.53673;20.42899;off-trail;1;plain;3;SucculentKaroo;654;0;0;0.2747;62;10;0;0
292;4;ssu042;Anysberg;AnysWest;-33.53761;20.49369;trail;1;plain;2;Fynbos;624;0;0;0.2225;28;4;9.68;41.4
293;4;ssu083;Anysberg;AnysWest;-33.5356;20.51775;trail;2;mountain;2;Fynbos;669;30.27522936;0;0.5534;109;18;2.42;0
294;4;ssu044;Anysberg;AnysWest;-33.53414;20.53362;trail;2;mountain;2;Fynbos;723;33.02752294;0;0.5724;109;18;0;0
295;4;ssu045;Anysberg;AnysWest;-33.53508;20.55869;trail;2;mountain;2;Fynbos;764;6.422018349;0;0.3895;109;18;0;0
296;4;ssu119;Anysberg;AnysWest;-33.51901;20.3433;off-trail;2;mountain;3;SucculentKaroo;768;0;0;0.623;50;8;0.138;0
297;4;ssu051;Anysberg;AnysWest;-33.5214;20.36162;off-trail;3;riverine;3;SucculentKaroo;680;0;0;0.5065;108;18;0.069;52.7
298;4;ssu052;Anysberg;AnysWest;-33.51897;20.3863;off-trail;2;mountain;3;SucculentKaroo;645;0;0;0.7094;108;18;0;33.9
299;4;ssu087;Anysberg;AnysWest;-33.51704;20.40903;trail;3;riverine;3;SucculentKaroo;603;0;0;0.8051;109;18;0;20.7
300;4;ssu082;Anysberg;AnysWest;-33.51929;20.42941;trail;1;plain;3;SucculentKaroo;607;260.5504587;0;0.6019;109;18;0;280.4
301;4;ssu055;Anysberg;AnysWest;-33.51927;20.45066;off-trail;2;mountain;3;SucculentKaroo;652;0;0;0.7105;108;18;0;0
302;4;ssu056;Anysberg;AnysWest;-33.51945;20.47239;off-trail;2;mountain;2;Fynbos;693;0;0;0.3882;107;17;0;0
303;4;ssu058;Anysberg;AnysWest;-33.51952;20.51367;trail;2;mountain;2;Fynbos;1116;1.030927835;0;0.5649;97;16;0;0
304;4;ssu059;Anysberg;AnysWest;-33.5189;20.53766;trail;2;mountain;2;Fynbos;1349;8.888888889;0;0.3732;90;15;0;0
305;4;ssu060;Anysberg;AnysWest;-33.51849;20.55794;trail;2;mountain;2;Fynbos;1486;3.333333333;0;0.2249;90;15;0;0
306;4;ssu065;Anysberg;AnysWest;-33.50065;20.34295;trail;1;plain;3;SucculentKaroo;669;0;0;0.198;60;10;0.138;43.3
307;4;ssu043;Anysberg;AnysWest;-33.50208;20.36217;trail;3;riverine;3;SucculentKaroo;626;0;0;0.2331;27;4;0;0
308;4;ssu071;Anysberg;AnysWest;-33.50106;20.38653;off-trail;1;plain;3;SucculentKaroo;670;0;0;0.2314;71;11;0;0
309;4;ssu072;Anysberg;AnysWest;-33.50089;20.40747;off-trail;1;plain;3;SucculentKaroo;681;0;0;0.212;76;12;0;99.8
310;4;ssu073;Anysberg;AnysWest;-33.50116;20.4299;off-trail;2;mountain;3;SucculentKaroo;687;0;0;0.444;103;17;0;233.4
311;4;ssu074;Anysberg;AnysWest;-33.50317;20.45271;off-trail;1;plain;3;SucculentKaroo;679;0;0;0.1882;72;12;6.555;176.9
312;4;ssu075;Anysberg;AnysWest;-33.50121;20.47231;trail;1;plain;3;SucculentKaroo;666;238.8888889;0;0.2256;36;6;0;52.7
313;4;ssu077;Anysberg;AnysWest;-33.49975;20.51804;off-trail;4;kloof;2;Fynbos;884;0;0;0.7567;101;16;10.5;0
314;4;ssu080;Anysberg;AnysWest;-33.50475;20.57638;trail;4;kloof;2;Fynbos;997;12.37113402;0;0.5627;97;16;3.5;0
315;4;ssu117;Anysberg;AnysWest;-33.48309;20.40793;off-trail;1;plain;3;SucculentKaroo;736;0;0;0.5224;109;18;2.42;52.7
316;4;ssu092;Anysberg;AnysWest;-33.48314;20.45125;off-trail;1;plain;3;SucculentKaroo;753;0;0;0.187;75;12;0;143.1
317;4;ssu049;Anysberg;AnysWest;-33.48376;20.47332;trail;3;riverine;3;SucculentKaroo;704;0;0;0.1842;60;10;0;0
318;4;ssu094;Anysberg;AnysWest;-33.48342;20.49421;off-trail;1;plain;3;SucculentKaroo;729;0;0;0.2221;26;4;0.069;0
319;4;ssu095;Anysberg;AnysWest;-33.48306;20.51542;off-trail;2;mountain;3;SucculentKaroo;797;0;0;0.1784;103;17;0;0
320;4;ssu096;Anysberg;AnysWest;-33.4836;20.53691;off-trail;1;plain;3;SucculentKaroo;819;0;0;0.3862;106;17;0;84.7
321;4;ssu097;Anysberg;AnysWest;-33.48375;20.55843;off-trail;1;plain;3;SucculentKaroo;831;0;0;0.3915;104;17;24.2;186.3
322;4;ssu098;Anysberg;AnysWest;-33.4835;20.57968;off-trail;1;plain;2;Fynbos;809;0;0;0.4648;104;17;9.68;248.4
323;4;ssu108;Anysberg;AnysWest;-33.46791;20.409;off-trail;2;mountain;2;Fynbos;807;0;0;0.4459;108;18;0;0
324;4;ssu109;Anysberg;AnysWest;-33.46507;20.43002;trail;3;riverine;2;Fynbos;809;0;0;0.1617;17;2;0.069;0
325;4;ssu110;Anysberg;AnysWest;-33.46532;20.45143;trail;4;kloof;2;Fynbos;862;0;0;0.278;103;17;0;0
326;4;ssu105;Anysberg;AnysWest;-33.46563;20.47343;off-trail;4;kloof;3;SucculentKaroo;827;0;0;0.1509;67;11;0;0
327;4;ssu101;Anysberg;AnysWest;-33.4654;20.49394;off-trail;2;mountain;3;SucculentKaroo;813;0;0;0.1604;51;8;1.035;0
328;4;ssu107;Anysberg;AnysWest;-33.46522;20.5371;off-trail;1;plain;3;SucculentKaroo;838;0;0;0.5875;109;18;0.897;41.4
329;4;ssu041;Anysberg;AnysWest;-33.46574;20.55854;off-trail;1;plain;3;SucculentKaroo;778;0;0;0.5741;110;18;0.138;613.6
330;4;ssu047;Anysberg;AnysWest;-33.46601;20.58082;trail;1;plain;2;Fynbos;755;234.2857143;0;0.4239;105;17;2.42;207
331;4;ssu048;Anysberg;AnysWest;-33.44944;20.55886;off-trail;2;mountain;2;Fynbos;897;0;0;0.1245;86;14;0;0
332;4;ssu068;Anysberg;AnysWest;-33.45478;20.5812;trail;3;riverine;3;SucculentKaroo;738;13.33333333;0;0.5175;105;17;0;94.1
